OBJECTID,EVENT_UNIQUE_ID,PRIMARY_OFFENCE,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
2779,GO-20149007799,THEFT UNDER,10/23/2014 5:00:00 AM,2014,October,Thursday,23,296,12,10/24/2014 5:00:00 AM,2014,October,Friday,24,297,12,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CC,,MT,18,GRY,150,STOLEN,070,South Riverdale (70),070,South Riverdale (70),-79.3399072904873,43.6669485385666,-8832078.07910833,5414045.53401433
2780,GO-20149007791,THEFT UNDER,10/23/2014 5:00:00 AM,2014,October,Thursday,23,296,11,10/24/2014 5:00:00 AM,2014,October,Friday,24,297,9,D51,"Apartment (Rooming House, Condo)",Apartment,KO,KAHUNA,MT,27,DBL,1500,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3700991535413,43.6561628952666,-8835439.02203491,5412385.86896232
2781,GO-20149007786,THEFT UNDER,10/23/2014 5:00:00 AM,2014,October,Thursday,23,296,18,10/24/2014 5:00:00 AM,2014,October,Friday,24,297,1,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GF,SIMPLE CITY 8,RG,8,CRM,1000,STOLEN,084,Little Portugal (84),084,Little Portugal (84),-79.4246718251081,43.6459238905297,-8841514.02398186,5410810.59516036
2782,GO-20143166325,THEFT UNDER,10/24/2014 5:00:00 AM,2014,October,Friday,24,297,9,10/24/2014 5:00:00 AM,2014,October,Friday,24,297,13,D33,Schools During Un-Supervised Activity,Educational,GIANT,SC1800,OT,21,BLU,150,STOLEN,048,Hillcrest Village (48),048,Hillcrest Village (48),-79.3673236184501,43.8060273416628,-8835130.05078071,5435473.37246405
2783,GO-20149007826,THEFT UNDER,10/25/2014 5:00:00 AM,2014,October,Saturday,25,298,11,10/25/2014 5:00:00 AM,2014,October,Saturday,25,298,21,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,EM,ALIEN,EL,32,RED,955.700012207031,STOLEN,070,South Riverdale (70),070,South Riverdale (70),-79.3375618971235,43.6687811498208,-8831816.99115386,5414327.5607616
2784,GO-20143172148,THEFT UNDER,10/24/2014 5:00:00 AM,2014,October,Friday,24,297,22,10/25/2014 5:00:00 AM,2014,October,Saturday,25,298,12,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,EUROPEAN,INVADER,MT,16,ONG,100,STOLEN,094,Wychwood (94),094,Wychwood (94),-79.4250604281331,43.6800669156454,-8841557.28306994,5416064.55555327
2785,GO-20143172009,THEFT UNDER,10/25/2014 5:00:00 AM,2014,October,Saturday,25,298,9,10/25/2014 5:00:00 AM,2014,October,Saturday,25,298,10,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,FORTRESS,,SC,1,RED,3500,STOLEN,107,Oakwood Village (107),107,Oakwood Village (107),-79.4386812082311,43.6871287883197,-8843073.54136374,5417151.61605719
2786,GO-20143173534,THEFT UNDER,10/25/2014 5:00:00 AM,2014,October,Saturday,25,298,14,10/25/2014 5:00:00 AM,2014,October,Saturday,25,298,14,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KHS,EXPRESS,OT,0,BLKBLU,500,STOLEN,079,University (79),079,University (79),-79.4102134335236,43.6626714062989,-8839904.52325805,5413387.34494903
2787,GO-20143176361,THEFT UNDER,10/25/2014 5:00:00 AM,2014,October,Saturday,25,298,13,10/25/2014 5:00:00 AM,2014,October,Saturday,25,298,23,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,AMEGO,BLAST,EL,32,RED,1900,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3854786439879,43.6561156952194,-8837151.05903037,5412378.60661212
2788,GO-20143179755,THEFT UNDER,10/26/2014 5:00:00 AM,2014,October,Sunday,26,299,13,10/26/2014 5:00:00 AM,2014,October,Sunday,26,299,14,D51,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,,RG,5,RED,100,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3749444499711,43.6551427942465,-8835978.39791837,5412228.91407497
2789,GO-20143180763,THEFT UNDER,10/25/2014 5:00:00 AM,2014,October,Saturday,25,298,18,10/26/2014 5:00:00 AM,2014,October,Sunday,26,299,17,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SPORTEK,,MT,10,REDWHI,150,STOLEN,114,Lambton Baby Point (114),114,Lambton Baby Point (114),-79.4914880113738,43.6598990523441,-8848951.96778413,5412960.74471097
2790,GO-20149007832,THEFT UNDER,10/16/2014 5:00:00 AM,2014,October,Thursday,16,289,18,10/26/2014 5:00:00 AM,2014,October,Sunday,26,299,18,D22,"Apartment (Rooming House, Condo)",Apartment,GF,ADVANCE,MT,21,ONG,530,STOLEN,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),-79.4856857136958,43.6254518801939,-8848306.05903665,5407661.77511514
2791,GO-20149007829,THEFT UNDER,10/25/2014 5:00:00 AM,2014,October,Saturday,25,298,13,10/26/2014 5:00:00 AM,2014,October,Sunday,26,299,13,D32,"Apartment (Rooming House, Condo)",Apartment,SC,6.3 GRNADE,MT,24,BLU,760,STOLEN,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.4709777403026,43.7270742505818,-8846668.77486037,5423302.98222145
2792,GO-20143187741,B&E W'INTENT,10/26/2014 5:00:00 AM,2014,October,Sunday,26,299,20,10/27/2014 5:00:00 AM,2014,October,Monday,27,300,19,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,FREE SPIRIT,,OT,5,WHI,125,STOLEN,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),-79.4810168252816,43.6578463694801,-8847786.32069061,5412644.89764706
2793,GO-20149007839,THEFT UNDER,10/25/2014 5:00:00 AM,2014,October,Saturday,25,298,10,10/27/2014 5:00:00 AM,2014,October,Monday,27,300,21,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,MILANO,OT,7,BLK,2200,STOLEN,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.4259171282388,43.6689730167159,-8841652.6504777,5414357.08832554
2794,GO-20143186149,THEFT UNDER,10/23/2014 5:00:00 AM,2014,October,Thursday,23,296,3,10/27/2014 5:00:00 AM,2014,October,Monday,27,300,15,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,LANDGEAR,MT,15,BLU,500,STOLEN,090,Junction Area (90),090,Junction Area (90),-79.4796826227226,43.6624261638337,-8847637.79800335,5413349.60716465
2795,GO-20149007842,THEFT UNDER,10/23/2014 5:00:00 AM,2014,October,Thursday,23,296,12,10/27/2014 5:00:00 AM,2014,October,Monday,27,300,16,D51,"Apartment (Rooming House, Condo)",Apartment,KO,KAHUNA,MT,27,DBL,1500,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3700991535413,43.6561628952666,-8835439.02203491,5412385.86896232
2796,GO-20149007848,THEFT UNDER,10/27/2014 5:00:00 AM,2014,October,Monday,27,300,19,10/27/2014 5:00:00 AM,2014,October,Monday,27,300,22,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,12 SPEED,MT,12,RED,500,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3920709382512,43.64884638795,-8837884.90984161,5411260.19480445
2797,GO-20149007872,THEFT UNDER,10/22/2014 5:00:00 AM,2014,October,Wednesday,22,295,8,10/28/2014 5:00:00 AM,2014,October,Tuesday,28,301,17,D51,Universities / Colleges,Educational,RM,ELEVATION,MT,18,BLK,,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.365592853492,43.6451251842288,-8834937.38290223,5410687.72514197
2798,GO-20143189783,THEFT FROM MOTOR VEHICLE UNDER,10/22/2014 5:00:00 AM,2014,October,Wednesday,22,295,18,10/28/2014 5:00:00 AM,2014,October,Tuesday,28,301,7,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OTHER,,MT,12,WHIRED,750,STOLEN,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.2814711599365,43.6814271416352,-8825572.9988728,5416273.93030504
2799,GO-20143190713,THEFT UNDER,10/27/2014 5:00:00 AM,2014,October,Monday,27,300,19,10/28/2014 5:00:00 AM,2014,October,Tuesday,28,301,10,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,KONA,DEW53,MT,18,BLK,439,STOLEN,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.4256533259965,43.6619824096374,-8841623.28417339,5413281.32278973
2800,GO-20149007873,THEFT UNDER,10/26/2014 5:00:00 AM,2014,October,Sunday,26,299,0,10/28/2014 5:00:00 AM,2014,October,Tuesday,28,301,19,D55,"Apartment (Rooming House, Condo)",Apartment,OT,XPH,EL,32,BLK,3000,STOLEN,070,South Riverdale (70),070,South Riverdale (70),-79.3505315713734,43.6605293016865,-8833260.7686593,5413057.72366951
2801,GO-20149007869,THEFT UNDER,10/25/2014 5:00:00 AM,2014,October,Saturday,25,298,14,10/28/2014 5:00:00 AM,2014,October,Tuesday,28,301,17,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GI,ECLIPSE 3 2015,RG,21,BLU,420,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3944049351969,43.6401405792443,-8838144.72919916,5409920.94955524
2802,GO-20149007867,THEFT UNDER,10/27/2014 5:00:00 AM,2014,October,Monday,27,300,17,10/28/2014 5:00:00 AM,2014,October,Tuesday,28,301,17,D14,"Apartment (Rooming House, Condo)",Apartment,KO,DEW PLUS,RG,27,BLK,350,STOLEN,162,West Queen West (162),082,Niagara (82),-79.402682032438,43.6439187839166,-8839066.13142245,5410502.14029502
2803,GO-20149007876,B&E,10/28/2014 5:00:00 AM,2014,October,Tuesday,28,301,18,10/28/2014 5:00:00 AM,2014,October,Tuesday,28,301,22,D51,"Apartment (Rooming House, Condo)",Apartment,UK,29 LG BLK/CHR,TO,10,BLK,2850,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3573574607533,43.6513401904438,-8834020.6232583,5411643.86091104
2804,GO-20143201446,THEFT UNDER,10/29/2014 5:00:00 AM,2014,October,Wednesday,29,302,16,10/29/2014 5:00:00 AM,2014,October,Wednesday,29,302,21,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,,EL,2,,1300,STOLEN,NSA,NSA,NSA,NSA,0,0,6.32778044253391E-09,5.6649236412909E-09
2805,GO-20143197986,THEFT UNDER,10/24/2014 5:00:00 AM,2014,October,Friday,24,297,16,10/29/2014 5:00:00 AM,2014,October,Wednesday,29,302,13,D13,"Private Property Structure (Pool, Shed, Detached Garage)",Other,WISPER,905SE,EL,50,BLK,1700,STOLEN,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),-79.4260384092116,43.6961212791865,-8841666.15141686,5418536.04926259
2806,GO-20143197628,THEFT UNDER,10/26/2014 5:00:00 AM,2014,October,Sunday,26,299,7,10/29/2014 5:00:00 AM,2014,October,Wednesday,29,302,10,D11,"Apartment (Rooming House, Condo)",Apartment,ROCKY MOUNTAIN,VERTEX,RC,20,BLK,3995,STOLEN,086,Roncesvalles (86),086,Roncesvalles (86),-79.4490512169817,43.6463177989943,-8844227.92548515,5410871.19305628
2807,GO-20149007885,THEFT UNDER,10/29/2014 5:00:00 AM,2014,October,Wednesday,29,302,8,10/29/2014 5:00:00 AM,2014,October,Wednesday,29,302,9,D22,"Apartment (Rooming House, Condo)",Apartment,OT,DENALI,RC,21,BLK,200,STOLEN,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.4959283283347,43.6147147045151,-8849446.26161152,5406010.70842787
2808,GO-20143197025,THEFT UNDER,10/21/2014 5:00:00 AM,2014,October,Tuesday,21,294,13,10/29/2014 5:00:00 AM,2014,October,Wednesday,29,302,9,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TREK,7.6 FX,OT,10,GRY,1400,STOLEN,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),-79.4028201067684,43.7485527874331,-8839081.50186114,5426612.24622199
2809,GO-20143200633,THEFT UNDER,10/27/2014 5:00:00 AM,2014,October,Monday,27,300,19,10/29/2014 5:00:00 AM,2014,October,Wednesday,29,302,21,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GIANT,ESCAPE 2 LG,OT,18,BLK,450,STOLEN,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4243046252994,43.6585423057478,-8841473.14746484,5412751.98051115
2810,GO-20143199440,THEFT UNDER,10/28/2014 5:00:00 AM,2014,October,Tuesday,28,301,22,10/29/2014 5:00:00 AM,2014,October,Wednesday,29,302,15,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,NYCPF,,OT,1,WHIBLU,500,STOLEN,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.4329487241654,43.6637844138711,-8842435.40416389,5413558.61630981
2811,GO-20143204610,THEFT UNDER,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,10,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,13,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OTHER,,MT,12,BRN,400,STOLEN,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.2542411407459,43.7766362676131,-8822541.76702343,5430940.94632307
2812,GO-20149007914,THEFT UNDER,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,17,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,20,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,ELECTRIC,SC,3,MRN,1000,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3840092445827,43.6564307955346,-8836987.48628192,5412427.08921621
2813,GO-20149007907,THEFT UNDER,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,13,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,14,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,,RG,6,WHI,200,STOLEN,049,Bayview Woods-Steeles (49),049,Bayview Woods-Steeles (49),-79.3781775898913,43.8038298049491,-8836338.30941683,5435134.4110301
2814,GO-20149007897,THEFT UNDER,10/29/2014 5:00:00 AM,2014,October,Wednesday,29,302,19,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,0,D52,"Open Areas (Lakes, Parks, Rivers)",Outside,GF,2007,MT,24,CRM,500,STOLEN,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3888627470576,43.6681955076369,-8837527.77565312,5414237.4333838
2815,GO-20143204930,THEFT FROM MOTOR VEHICLE UNDER,10/20/2014 5:00:00 AM,2014,October,Monday,20,293,20,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,13,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,,MT,1,PLE,100,STOLEN,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),-79.4807068223975,43.6622207640185,-8847751.8113145,5413318.00037699
2816,GO-20143203204,THEFT UNDER,10/29/2014 5:00:00 AM,2014,October,Wednesday,29,302,18,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,8,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MASI,UNO-DROP,OT,1,BLK,900,STOLEN,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),-79.4623199205928,43.6710173418583,-8845704.99085791,5414671.70762771
2817,GO-20143206385,THEFT UNDER,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,16,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,16,D11,Bar / Restaurant,Commercial,OTHER,KING CURB,BM,1,BLK,250,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4390197232931,43.6684624201649,-8843111.22468117,5414278.50969798
2818,GO-20143206795,THEFT UNDER,10/27/2014 5:00:00 AM,2014,October,Monday,27,300,14,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,18,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SCHWINN,,TR,1,RED,543,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3834067466836,43.6621309012347,-8836920.41651135,5413304.17236446
2819,GO-20143203547,THEFT UNDER,10/29/2014 5:00:00 AM,2014,October,Wednesday,29,302,16,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,9,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GIANT,,OT,24,BLU,700,STOLEN,095,Annex (95),095,Annex (95),-79.4094188379787,43.6708965157395,-8839816.06923594,5414653.11234518
2820,GO-20143204324,THEFT UNDER,10/29/2014 5:00:00 AM,2014,October,Wednesday,29,302,21,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,11,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,,EL,1,MRN,500,STOLEN,068,North Riverdale (68),068,North Riverdale (68),-79.3430739881862,43.6684412363725,-8832430.59431718,5414275.24958821
2821,GO-20143204502,THEFT UNDER,10/21/2014 5:00:00 AM,2014,October,Tuesday,21,294,9,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,11,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,,EL,50,BLK,934,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3941276365526,43.6470474861511,-8838113.860527,5410983.44746703
2822,GO-20149007926,THEFT UNDER,10/27/2014 5:00:00 AM,2014,October,Monday,27,300,10,10/31/2014 5:00:00 AM,2014,October,Friday,31,304,16,D52,"Apartment (Rooming House, Condo)",Apartment,CC,,RG,1,BLK,750,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3922726385025,43.6500597891648,-8837907.36309422,5411446.87196453
2823,GO-20149007926,THEFT UNDER,10/27/2014 5:00:00 AM,2014,October,Monday,27,300,10,10/31/2014 5:00:00 AM,2014,October,Friday,31,304,16,D52,"Apartment (Rooming House, Condo)",Apartment,UK,,RG,10,,30,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3922726385025,43.6500597891648,-8837907.36309422,5411446.87196453
2824,GO-20143210259,THEFT UNDER,10/17/2014 5:00:00 AM,2014,October,Friday,17,290,0,10/31/2014 5:00:00 AM,2014,October,Friday,31,304,9,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,CERVELO,SOLOIST,OT,10,BLU,2300,STOLEN,063,The Beaches (63),063,The Beaches (63),-79.3090138285152,43.6645382954148,-8828639.03476097,5413674.62646642
2825,GO-20143217834,THEFT UNDER,10/30/2014 5:00:00 AM,2014,October,Thursday,30,303,17,11/1/2014 5:00:00 AM,2014,November,Saturday,1,305,13,D54,"Private Property Structure (Pool, Shed, Detached Garage)",Other,CCM,100TH ANNIVERSA,RG,0,BLU,129,UNKNOWN,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.2937052585072,43.692583420466,-8826934.8925438,5417991.35567191
2826,GO-20149007941,THEFT UNDER,10/25/2014 5:00:00 AM,2014,October,Saturday,25,298,14,11/1/2014 5:00:00 AM,2014,November,Saturday,1,305,15,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MA,MOUNT VISION XC,MT,21,BLK,4000,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3771340489623,43.6564955955993,-8836222.14296409,5412437.05961518
2827,GO-20149007938,THEFT UNDER,10/24/2014 5:00:00 AM,2014,October,Friday,24,297,13,11/1/2014 5:00:00 AM,2014,November,Saturday,1,305,12,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,SIRIUS,TO,21,BLK,2400,STOLEN,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4550048086342,43.7209980553058,-8844890.67631498,5422367.01938967
2828,GO-20143220566,THEFT UNDER,11/1/2014 5:00:00 AM,2014,November,Saturday,1,305,16,11/1/2014 5:00:00 AM,2014,November,Saturday,1,305,20,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SUPERCYCLE,,MT,18,PLE,100,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3813498495625,43.6666985058022,-8836691.4437847,5414007.05625207
2829,GO-20149007939,THEFT UNDER,10/26/2014 5:00:00 AM,2014,October,Sunday,26,299,16,11/1/2014 5:00:00 AM,2014,November,Saturday,1,305,12,D22,"Private Property Structure (Pool, Shed, Detached Garage)",Other,GI,ROAM-O,TO,30,BLK,1100,STOLEN,018,New Toronto (18),018,New Toronto (18),-79.5076870724699,43.59769173486,-8850755.23900598,5403393.67250175
2830,GO-20143220683,THEFT UNDER,10/28/2014 5:00:00 AM,2014,October,Tuesday,28,301,20,11/1/2014 5:00:00 AM,2014,November,Saturday,1,305,20,D13,"Private Property Structure (Pool, Shed, Detached Garage)",Other,CCM,,MT,18,WHI,150,STOLEN,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.4436610791146,43.7016931596298,-8843627.89806768,5419393.96881708
2831,GO-20143220683,THEFT UNDER,10/28/2014 5:00:00 AM,2014,October,Tuesday,28,301,20,11/1/2014 5:00:00 AM,2014,November,Saturday,1,305,20,D13,"Private Property Structure (Pool, Shed, Detached Garage)",Other,CCM,,MT,18,REDWHI,150,STOLEN,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.4436610791146,43.7016931596298,-8843627.89806768,5419393.96881708
2832,GO-20143217913,THEFT UNDER,10/29/2014 5:00:00 AM,2014,October,Wednesday,29,302,18,11/1/2014 5:00:00 AM,2014,November,Saturday,1,305,12,D14,"Apartment (Rooming House, Condo)",Apartment,CCM,GTS,MT,24,GRNWHI,175,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3973987349132,43.6485339876376,-8838477.9974907,5411212.13385504
2833,GO-20143225771,THEFT UNDER,10/31/2014 5:00:00 AM,2014,October,Friday,31,304,17,11/2/2014 5:00:00 AM,2014,November,Sunday,2,306,17,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GIANT,ANTHEM ADVANCED,MT,21,WHI,1500,STOLEN,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4201704266085,43.6478335920739,-8841012.93064864,5411104.38285334
2834,GO-20143223273,THEFT FROM MOTOR VEHICLE UNDER,10/31/2014 5:00:00 AM,2014,October,Friday,31,304,15,11/2/2014 5:00:00 AM,2014,November,Sunday,2,306,8,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GIANT,LADIES,MT,20,BLK,650,STOLEN,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4201704266085,43.6478335920739,-8841012.93064864,5411104.38285334
2835,GO-20149007964,THEFT UNDER,10/2/2014 5:00:00 AM,2014,October,Thursday,2,275,0,11/2/2014 5:00:00 AM,2014,November,Sunday,2,306,21,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,ARIEL,TO,24,PLE,650,STOLEN,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5370517919644,43.637717228493,-8854024.10468366,5409548.19146682
2836,GO-20149007964,THEFT UNDER,10/2/2014 5:00:00 AM,2014,October,Thursday,2,275,0,11/2/2014 5:00:00 AM,2014,November,Sunday,2,306,21,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,NO,INDIE 4,TO,24,BGE,600,STOLEN,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5370517919644,43.637717228493,-8854024.10468366,5409548.19146682
2837,GO-20143230026,THEFT UNDER,9/15/2014 5:00:00 AM,2014,September,Monday,15,258,9,11/3/2014 5:00:00 AM,2014,November,Monday,3,307,12,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GIANT,DEFY1,OT,10,WHI,1500,STOLEN,084,Little Portugal (84),084,Little Portugal (84),-79.4228296257221,43.6412456850773,-8841308.95132724,5410090.94114787
